202;Jhin;the Virtuoso;Jhin.png;Jhin is a meticulous criminal psychopath who believes murder is art. Once an Ionian prisoner, but freed by shadowy elements within Ionia's ruling council, the serial killer now works as their cabal's assassin. Using his gun as his paintbrush, Jhin...;[Marksman,Mage];[10,2,6,6]
222;Jinx;the Loose Cannon;Jinx.png;A manic and impulsive criminal from Zaun, Jinx lives to wreak havoc without care for the consequences. With an arsenal of deadly weapons, she unleashes the loudest blasts and brightest explosions to leave a trail of mayhem and panic in her wake. Jinx...;[Marksman];[9,2,4,6]
145;Kai'Sa;Daughter of the Void;Kaisa.png;Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered...;[Marksman,Mage];[8,5,3,6]
429;Kalista;the Spear of Vengeance;Kalista.png;A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...;[Marksman];[8,2,4,7]
43;Karma;the Enlightened One;Karma.png;No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...;[Mage,Support];[1,7,8,5]
30;Karthus;the Deathsinger;Karthus.png;The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...;[Mage];[2,2,10,7]
38;Kassadin;the Void Walker;Kassadin.png;Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...;[Assassin,Mage];[3,5,8,8]
55;Katarina;the Sinister Blade;Katarina.png;Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...;[Assassin,Mage];[4,3,9,8]
10;Kayle;the Righteous;Kayle.png;Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many years—until Kayle became disillusioned...;[Mage,Marksman];[6,6,7,7]
141;Kayn;the Shadow Reaper;Kayn.png;A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...;[Fighter,Assassin];[10,6,1,8]
85;Kennen;the Heart of the Tempest;Kennen.png;More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...;[Mage];[6,4,7,4]
121;Kha'Zix;the Voidreaver;Khazix.png;The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...;[Assassin];[9,4,3,6]
203;Kindred;The Eternal Hunters;Kindred.png;Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...;[Marksman];[8,2,2,4]
240;Kled;the Cantankerous Cavalier;Kled.png;A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...;[Fighter];[8,2,2,7]
96;Kog'Maw;the Mouth of the Abyss;KogMaw.png;Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...;[Marksman,Mage];[8,2,5,6]
897;K'Sante;the Pride of Nazumah;KSante.png;Defiant and courageous, K'Sante battles colossal beasts and ruthless Ascended to protect his home of Nazumah, a coveted oasis amid the sands of Shurima. But after a falling-out with his former partner, K'Sante realizes that in order to become a warrior...;[Tank,Fighter];[8,8,7,9]
7;LeBlanc;the Deceiver;Leblanc.png;Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...;[Assassin,Mage];[1,4,10,9]
64;Lee Sin;the Blind Monk;LeeSin.png;A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...;[Fighter,Assassin];[8,5,3,6]
89;Leona;the Radiant Dawn;Leona.png;Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...;[Tank,Support];[4,8,3,4]
876;Lillia;the Bashful Bloom;Lillia.png;Intensely shy, the fae fawn Lillia skittishly wanders Ionia's forests. Hiding just out of sight of mortals—whose mysterious natures have long captivated, but intimidated, her—Lillia hopes to discover why their dreams no longer reach the ancient Dreaming...;[Fighter,Mage];[0,2,10,8]
127;Lissandra;the Ice Witch;Lissandra.png;Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...;[Mage];[2,5,8,6]
236;Lucian;the Purifier;Lucian.png;Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...;[Marksman,Assassin];[8,5,3,6]
117;Lulu;the Fae Sorceress;Lulu.png;The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...;[Support,Mage];[4,5,7,5]
99;Lux;the Lady of Luminosity;Lux.png;Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...;[Mage,Support];[2,4,9,5]
54;Malphite;Shard of the Monolith;Malphite.png;A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...;[Tank,Mage];[5,9,7,2]
90;Malzahar;the Prophet of the Void;Malzahar.png;A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...;[Mage];[2,2,9,6]
57;Maokai;the Twisted Treant;Maokai.png;Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...;[Tank,Support];[3,8,6,3]
11;Master Yi;the Wuju Bladesman;MasterYi.png;Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...;[Assassin,Fighter];[10,4,2,4]
902;Milio;The Gentle Flame;Milio.png;Milio is a warmhearted boy from Ixtal who has, despite his young age, mastered the fire axiom and discovered something new: soothing fire. With this newfound power, Milio plans to help his family escape their exile by joining the Yun Tal—just like his...;[Support,Mage];[2,4,8,5]
21;Miss Fortune;the Bounty Hunter;MissFortune.png;A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...;[Marksman,Mage];[8,2,5,1]
62;Wukong;the Monkey King;MonkeyKing.png;Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...;[Fighter,Tank];[8,5,2,3]
82;Mordekaiser;the Iron Revenant;Mordekaiser.png;Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...;[Fighter,Mage];[4,6,7,4]
25;Morgana;the Fallen;Morgana.png;Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...;[Mage,Support];[1,6,8,1]
950;Naafiri;the Hound of a Hundred Bites;Naafiri.png;Across the sands of Shurima, a chorus of howls rings out. It is the call of the dune hounds, voracious predators who form packs and compete for the right to hunt in these barren lands. Among them, one pack stands above all, for they are driven not only...;[Assassin,Fighter];[9,5,0,2]
267;Nami;the Tidecaller;Nami.png;A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...;[Support,Mage];[4,3,7,5]
75;Nasus;the Curator of the Sands;Nasus.png;Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...;[Fighter,Tank];[7,5,6,6]
111;Nautilus;the Titan of the Depths;Nautilus.png;A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...;[Tank,Support];[4,6,6,6]
518;Neeko;the Curious Chameleon;Neeko.png;Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...;[Mage,Support];[1,1,9,5]
76;Nidalee;the Bestial Huntress;Nidalee.png;Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...;[Assassin,Mage];[5,4,7,8]
895;Nilah;the Joy Unbound;Nilah.png;Nilah is an ascetic warrior from a distant land, seeking the world's deadliest, most titanic opponents so that she might challenge and destroy them. Having won her power through an encounter with the long-imprisoned demon of joy, she has no emotions...;[Fighter,Assassin];[8,4,4,10]
56;Nocturne;the Eternal Nightmare;Nocturne.png;A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...;[Fighter,Assassin];[9,5,2,4]
20;Nunu & Willump;the Boy and His Yeti;Nunu.png;Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...;[Tank,Mage];[4,6,7,4]
2;Olaf;the Berserker;Olaf.png;An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...;[Fighter,Tank];[9,5,3,3]
61;Orianna;the Lady of Clockwork;Orianna.png;Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...;[Mage,Support];[4,3,9,7]
516;Ornn;The Fire below the Mountain;Ornn.png;Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...;[Tank];[5,9,3,5]
80;Pantheon;the Unbreakable Spear;Pantheon.png;Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...;[Fighter,Assassin];[9,4,3,4]
78;Poppy;Keeper of the Hammer;Poppy.png;Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...;[Tank,Fighter];[6,7,2,6]
555;Pyke;the Bloodharbor Ripper;Pyke.png;A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...;[Support,Assassin];[9,3,1,7]
246;Qiyana;Empress of the Elements;Qiyana.png;In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...;[Assassin];[0,2,4,8]
133;Quinn;Demacia's Wings;Quinn.png;Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...;[Marksman,Assassin];[9,4,2,5]
497;Rakan;The Charmer;Rakan.png;As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...;[Support];[2,4,8,5]
33;Rammus;the Armordillo;Rammus.png;Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...;[Tank];[4,10,5,5]
421;Rek'Sai;the Void Burrower;RekSai.png;An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...;[Fighter,Tank];[8,5,2,3]
